title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,na_sales_proportion,jp_sales_proportion,pal_sales_proportion,other_sales_proportion
Assassin's Creed II,X360,Action,Ubisoft,Ubisoft Montreal,9.1,5.3,3.14,0.08,1.55,0.52,2009-11-17,0.5924528301886793,0.01509433962264151,0.29245283018867924,0.09811320754716982
Tomb Raider II,PS,Adventure,Eidos Interactive,Core Design Ltd.,7.6,5.24,2.3,0.2,2.46,0.28,1997-10-31,0.4389312977099236,0.03816793893129771,0.4694656488549618,0.0534351145038168
Madden NFL 2004,PS2,Sports,EA Sports,EA Tiburon,9.5,5.23,4.26,0.01,0.26,0.71,2003-08-12,0.81453154875717,0.0019120458891013384,0.049713193116634795,0.13575525812619502
Call of Duty: Advanced Warfare,XOne,Shooter,Activision,Sledgehammer Games,8.3,5.22,3.25,0.01,1.49,0.48,2014-11-04,0.6226053639846744,0.0019157088122605365,0.28544061302681994,0.09195402298850575
Medal of Honor: Rising Sun,PS2,Shooter,Electronic Arts,EA Los Angeles,5.9,5.13,1.98,0.13,2.23,0.8,2003-11-11,0.38596491228070173,0.0253411306042885,0.43469785575048736,0.15594541910331386
Battlefield 1,XOne,Shooter,Electronic Arts,EA DICE,9.3,5.13,3.37,0.02,1.26,0.48,2016-10-21,0.6569200779727096,0.0038986354775828462,0.2456140350877193,0.0935672514619883
Mario & Sonic at the Olympic Games,DS,Sports,Sega,Sega,7.0,5.1,1.63,0.44,2.46,0.57,2008-01-22,0.3196078431372549,0.08627450980392158,0.4823529411764706,0.11176470588235293
Fable III,X360,Role-Playing,Microsoft Game Studios,Lionhead Studios,7.8,5.1,3.59,0.05,1.09,0.37,2010-10-26,0.703921568627451,0.009803921568627453,0.21372549019607845,0.07254901960784314
Resident Evil 5,PS3,Action,Capcom,Capcom,8.6,5.1,1.96,1.08,1.42,0.64,2009-03-13,0.3843137254901961,0.21176470588235297,0.2784313725490196,0.12549019607843137
FIFA Soccer 11,PS3,Sports,EA Sports,EA Canada,8.7,5.08,0.61,0.06,3.28,1.12,2010-09-28,0.12007874015748031,0.011811023622047244,0.6456692913385826,0.22047244094488191
Grand Theft Auto: Vice City Stories,PSP,Action,Rockstar Games,Rockstar Leeds,8.4,5.08,1.7,0.16,2.03,1.19,2006-10-31,0.33464566929133854,0.031496062992125984,0.3996062992125984,0.23425196850393698
Final Fantasy XV,PS4,Role-Playing,Square Enix,Square Enix,8.1,5.07,1.81,1.05,1.53,0.68,2016-11-29,0.35700197238658776,0.20710059171597633,0.30177514792899407,0.1341222879684418
Fallout 4,XOne,Role-Playing,Bethesda Softworks,Bethesda Game Studios,8.4,5.03,2.94,0.02,1.62,0.45,2015-11-10,0.5844930417495029,0.003976143141153081,0.3220675944333996,0.08946322067594434
Tony Hawk's Pro Skater,PS,Sports,Activision,Neversoft Entertainment,9.6,5.02,3.42,0.02,1.38,0.2,1999-08-31,0.6812749003984064,0.003984063745019921,0.2749003984063745,0.03984063745019921
